scraped_at,platform,city,zone,zone_type,address_id,address,product,restaurant,available,product_price_mxn,delivery_fee_mxn,service_fee_mxn,discount_mxn,eta_min_minutes,eta_max_minutes,final_total_mxn,evidence_url,notes
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Combo mediano,McDonald's,True,152.01,33.46,15.2,24.32,31.0,43.0,176.35,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Nuggets 10 piezas,McDonald's,True,118.0,18.76,11.8,0.0,35.0,43.0,148.56,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Coca-Cola 500ml,Retail benchmark,True,35.19,28.47,3.52,2.82,31.0,43.0,64.36,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Agua 1L,Retail benchmark,True,29.29,36.89,2.93,4.69,38.0,46.0,64.42,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Condesa,alta demanda,MXCDMX-002,"Av. Tamaulipas 150, Condesa, CDMX",Big Mac,McDonald's,True,96.89,32.17,9.69,0.0,37.0,49.0,138.75,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Condesa,alta demanda,MXCDMX-002,"Av. Tamaulipas 150, Condesa, CDMX",Combo mediano,McDonald's,True,153.98,23.21,15.4,12.32,34.0,42.0,180.27,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Condesa,alta demanda,MXCDMX-002,"Av. Tamaulipas 150, Condesa, CDMX",Nuggets 10 piezas,McDonald's,True,115.53,20.68,11.55,9.24,37.0,49.0,138.52,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Condesa,alta demanda,MXCDMX-002,"Av. Tamaulipas 150, Condesa, CDMX",Coca-Cola 500ml,Retail benchmark,True,33.08,33.91,3.31,0.0,19.0,34.0,70.3,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Condesa,alta demanda,MXCDMX-002,"Av. Tamaulipas 150, Condesa, CDMX",Agua 1L,Retail benchmark,True,31.12,32.9,3.11,0.0,20.0,35.0,67.13,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Polanco,premium,MXCDMX-003,"Av. Presidente Masaryk 320, Polanco, CDMX",Big Mac,McDonald's,True,106.36,36.33,10.64,0.0,32.0,40.0,153.33,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Polanco,premium,MXCDMX-003,"Av. Presidente Masaryk 320, Polanco, CDMX",Combo mediano,McDonald's,True,174.37,45.76,17.44,0.0,26.0,41.0,237.57,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Polanco,premium,MXCDMX-003,"Av. Presidente Masaryk 320, Polanco, CDMX",Nuggets 10 piezas,McDonald's,True,124.53,20.8,12.45,9.96,17.0,32.0,147.82,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Polanco,premium,MXCDMX-003,"Av. Presidente Masaryk 320, Polanco, CDMX",Coca-Cola 500ml,Retail benchmark,True,37.96,33.32,3.8,3.04,33.0,48.0,72.04,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Polanco,premium,MXCDMX-003,"Av. Presidente Masaryk 320, Polanco, CDMX",Agua 1L,Retail benchmark,True,31.66,49.55,3.17,5.07,34.0,42.0,79.31,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Santa Fe,corporativa,MXCDMX-004,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",Big Mac,McDonald's,True,96.12,37.59,9.61,7.69,28.0,40.0,135.63,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Santa Fe,corporativa,MXCDMX-004,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",Combo mediano,McDonald's,True,166.86,21.08,16.69,13.35,36.0,44.0,191.28,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Santa Fe,corporativa,MXCDMX-004,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",Nuggets 10 piezas,McDonald's,False,,,,,,,,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Santa Fe,corporativa,MXCDMX-004,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",Coca-Cola 500ml,Retail benchmark,True,35.35,18.57,3.54,0.0,39.0,49.0,57.46,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Santa Fe,corporativa,MXCDMX-004,"Av. Vasco de Quiroga 3800, Santa Fe, CDMX",Agua 1L,Retail benchmark,True,32.19,36.01,3.22,0.0,27.0,35.0,71.42,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Big Mac,McDonald's,True,90.0,34.02,9.0,14.4,19.0,29.0,118.62,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Combo mediano,McDonald's,True,152.47,16.97,15.25,24.4,33.0,43.0,160.29,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Nuggets 10 piezas,McDonald's,True,107.51,35.65,10.75,8.6,31.0,39.0,145.31,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Coca-Cola 500ml,Retail benchmark,True,32.31,25.64,3.23,2.58,24.0,36.0,58.6,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Agua 1L,Retail benchmark,True,27.97,35.67,2.8,2.24,32.0,42.0,64.2,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Big Mac,McDonald's,True,92.12,42.22,9.21,14.74,37.0,52.0,128.81,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Combo mediano,McDonald's,True,145.64,34.9,14.56,23.3,28.0,38.0,171.8,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Nuggets 10 piezas,McDonald's,True,107.59,24.98,10.76,8.61,25.0,33.0,134.72,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Coca-Cola 500ml,Retail benchmark,True,32.09,36.49,3.21,5.13,22.0,37.0,66.66,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Agua 1L,Retail benchmark,True,28.97,28.64,2.9,0.0,36.0,51.0,60.51,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Big Mac,McDonald's,True,86.18,35.35,8.62,0.0,38.0,48.0,130.15,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Combo mediano,McDonald's,True,133.53,16.41,13.35,10.68,33.0,48.0,152.61,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Nuggets 10 piezas,McDonald's,True,106.65,17.73,10.67,17.06,40.0,50.0,117.99,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Coca-Cola 500ml,Retail benchmark,True,31.49,38.04,3.15,5.04,39.0,47.0,67.64,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Agua 1L,Retail benchmark,True,26.64,25.45,2.66,4.26,35.0,43.0,50.49,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Big Mac,McDonald's,True,93.89,43.73,9.39,15.02,21.0,31.0,131.99,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Combo mediano,McDonald's,True,146.07,33.55,14.61,23.37,31.0,39.0,170.86,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Nuggets 10 piezas,McDonald's,True,110.03,27.1,11.0,8.8,17.0,27.0,139.33,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Coca-Cola 500ml,Retail benchmark,True,34.51,32.52,3.45,5.52,39.0,54.0,64.96,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Agua 1L,Retail benchmark,True,27.45,24.94,2.75,2.2,27.0,37.0,52.94,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Big Mac,McDonald's,True,88.01,39.89,8.8,7.04,22.0,34.0,129.66,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Combo mediano,McDonald's,True,145.01,28.86,14.5,11.6,30.0,38.0,176.77,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Nuggets 10 piezas,McDonald's,True,106.86,31.57,10.69,0.0,21.0,29.0,149.12,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Coca-Cola 500ml,Retail benchmark,True,31.18,22.8,3.12,0.0,38.0,48.0,57.1,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Agua 1L,Retail benchmark,True,27.23,39.76,2.72,0.0,44.0,59.0,69.71,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Big Mac,McDonald's,True,97.22,39.86,9.72,0.0,37.0,49.0,146.8,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Combo mediano,McDonald's,True,162.35,27.83,16.23,25.98,23.0,31.0,180.43,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Nuggets 10 piezas,McDonald's,True,115.55,35.15,11.55,18.49,28.0,38.0,143.76,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Coca-Cola 500ml,Retail benchmark,True,34.56,27.61,3.46,5.53,25.0,37.0,60.1,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Agua 1L,Retail benchmark,True,31.73,24.84,3.17,2.54,22.0,37.0,57.2,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Big Mac,McDonald's,True,101.5,40.53,10.15,8.12,38.0,48.0,144.06,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Combo mediano,McDonald's,True,169.59,33.47,16.96,27.13,17.0,32.0,192.89,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Nuggets 10 piezas,McDonald's,True,127.98,23.94,12.8,10.24,39.0,51.0,154.48,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Coca-Cola 500ml,Retail benchmark,True,36.65,26.85,3.67,2.93,21.0,36.0,64.24,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Agua 1L,Retail benchmark,True,31.05,31.0,3.11,2.48,30.0,42.0,62.68,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Big Mac,McDonald's,True,94.61,43.44,9.46,0.0,32.0,47.0,147.51,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Combo mediano,McDonald's,False,,,,,,,,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Nuggets 10 piezas,McDonald's,True,111.89,36.69,11.19,17.9,26.0,36.0,141.87,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Coca-Cola 500ml,Retail benchmark,False,,,,,,,,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Agua 1L,Retail benchmark,True,28.48,43.69,2.85,4.56,39.0,54.0,70.46,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Big Mac,McDonald's,True,93.15,34.67,9.32,7.45,28.0,36.0,129.69,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Combo mediano,McDonald's,True,160.09,36.57,16.01,12.81,27.0,35.0,199.86,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Nuggets 10 piezas,McDonald's,True,115.42,29.09,11.54,18.47,19.0,34.0,137.58,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Coca-Cola 500ml,Retail benchmark,True,32.55,35.1,3.25,0.0,20.0,32.0,70.9,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Agua 1L,Retail benchmark,True,30.0,25.99,3.0,4.8,31.0,39.0,54.19,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Big Mac,McDonald's,True,101.18,24.68,10.12,0.0,30.0,45.0,135.98,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Combo mediano,McDonald's,True,171.3,49.64,17.13,0.0,34.0,44.0,238.07,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Nuggets 10 piezas,McDonald's,True,125.19,23.92,12.52,10.02,33.0,41.0,151.61,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Coca-Cola 500ml,Retail benchmark,True,35.66,42.78,3.57,0.0,32.0,44.0,82.01,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Agua 1L,Retail benchmark,True,32.06,38.12,3.21,2.56,23.0,31.0,70.83,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Big Mac,McDonald's,True,84.94,21.58,8.49,13.59,20.0,28.0,101.42,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Combo mediano,McDonald's,True,147.28,29.62,14.73,23.56,34.0,49.0,168.07,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Nuggets 10 piezas,McDonald's,True,111.88,33.65,11.19,17.9,24.0,36.0,138.82,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Coca-Cola 500ml,Retail benchmark,True,30.29,28.21,3.03,2.42,35.0,43.0,59.11,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Agua 1L,Retail benchmark,True,26.52,28.74,2.65,0.0,18.0,30.0,57.91,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Centro,alta demanda,MXMTY-003,"Padre Mier 201, Centro, Monterrey",Big Mac,McDonald's,True,93.72,27.94,9.37,7.5,24.0,34.0,123.53,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Centro,alta demanda,MXMTY-003,"Padre Mier 201, Centro, Monterrey",Combo mediano,McDonald's,True,157.91,23.0,15.79,0.0,20.0,32.0,196.7,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Centro,alta demanda,MXMTY-003,"Padre Mier 201, Centro, Monterrey",Nuggets 10 piezas,McDonald's,True,111.09,39.82,11.11,17.77,37.0,45.0,144.25,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Centro,alta demanda,MXMTY-003,"Padre Mier 201, Centro, Monterrey",Coca-Cola 500ml,Retail benchmark,True,35.22,35.38,3.52,5.64,25.0,35.0,68.48,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Centro,alta demanda,MXMTY-003,"Padre Mier 201, Centro, Monterrey",Agua 1L,Retail benchmark,True,30.28,35.57,3.03,0.0,33.0,41.0,68.88,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Angelopolis,premium,MXPUE-001,"Blvd. del Nino Poblano 2510, Puebla",Big Mac,McDonald's,True,99.02,41.23,9.9,7.92,31.0,39.0,142.23,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Angelopolis,premium,MXPUE-001,"Blvd. del Nino Poblano 2510, Puebla",Combo mediano,McDonald's,False,,,,,,,,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Angelopolis,premium,MXPUE-001,"Blvd. del Nino Poblano 2510, Puebla",Nuggets 10 piezas,McDonald's,True,123.13,28.46,12.31,0.0,22.0,37.0,163.9,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Angelopolis,premium,MXPUE-001,"Blvd. del Nino Poblano 2510, Puebla",Coca-Cola 500ml,Retail benchmark,True,38.15,34.74,3.81,6.1,17.0,27.0,70.6,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Angelopolis,premium,MXPUE-001,"Blvd. del Nino Poblano 2510, Puebla",Agua 1L,Retail benchmark,True,31.64,19.0,3.16,2.53,22.0,37.0,51.27,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Centro,alta demanda,MXPUE-002,"Av. Reforma 113, Centro, Puebla",Big Mac,McDonald's,True,96.56,19.72,9.66,15.45,40.0,50.0,110.49,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Centro,alta demanda,MXPUE-002,"Av. Reforma 113, Centro, Puebla",Combo mediano,McDonald's,True,151.14,19.75,15.11,24.18,24.0,39.0,161.82,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Centro,alta demanda,MXPUE-002,"Av. Reforma 113, Centro, Puebla",Nuggets 10 piezas,McDonald's,True,114.81,37.46,11.48,9.18,27.0,39.0,154.57,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Centro,alta demanda,MXPUE-002,"Av. Reforma 113, Centro, Puebla",Coca-Cola 500ml,Retail benchmark,True,33.74,36.0,3.37,0.0,19.0,34.0,73.11,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Puebla,Centro,alta demanda,MXPUE-002,"Av. Reforma 113, Centro, Puebla",Agua 1L,Retail benchmark,True,30.6,37.16,3.06,0.0,20.0,35.0,70.82,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Juriquilla,residencial,MXQRO-001,"Blvd. Universitario 1000, Juriquilla, Queretaro",Big Mac,McDonald's,True,87.93,25.64,8.79,14.07,33.0,48.0,108.29,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Juriquilla,residencial,MXQRO-001,"Blvd. Universitario 1000, Juriquilla, Queretaro",Combo mediano,McDonald's,True,154.16,19.0,15.42,12.33,32.0,47.0,176.25,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Juriquilla,residencial,MXQRO-001,"Blvd. Universitario 1000, Juriquilla, Queretaro",Nuggets 10 piezas,McDonald's,True,112.48,20.54,11.25,18.0,32.0,42.0,126.27,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Juriquilla,residencial,MXQRO-001,"Blvd. Universitario 1000, Juriquilla, Queretaro",Coca-Cola 500ml,Retail benchmark,True,31.76,31.1,3.18,0.0,36.0,46.0,66.04,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Juriquilla,residencial,MXQRO-001,"Blvd. Universitario 1000, Juriquilla, Queretaro",Agua 1L,Retail benchmark,True,27.88,43.28,2.79,0.0,25.0,37.0,73.95,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Centro Sur,corporativa,MXQRO-002,"Blvd. Bernardo Quintana 7001, Queretaro",Big Mac,McDonald's,True,98.22,47.59,9.82,0.0,36.0,48.0,155.63,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Centro Sur,corporativa,MXQRO-002,"Blvd. Bernardo Quintana 7001, Queretaro",Combo mediano,McDonald's,True,155.89,48.61,15.59,12.47,28.0,40.0,207.62,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Centro Sur,corporativa,MXQRO-002,"Blvd. Bernardo Quintana 7001, Queretaro",Nuggets 10 piezas,McDonald's,True,116.35,30.25,11.63,9.31,39.0,49.0,148.92,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Centro Sur,corporativa,MXQRO-002,"Blvd. Bernardo Quintana 7001, Queretaro",Coca-Cola 500ml,Retail benchmark,True,34.01,26.84,3.4,5.44,37.0,52.0,58.81,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,Uber Eats,Queretaro,Centro Sur,corporativa,MXQRO-002,"Blvd. Bernardo Quintana 7001, Queretaro",Agua 1L,Retail benchmark,True,29.64,21.55,2.96,0.0,37.0,49.0,54.15,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,DiDi Food,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Big Mac,McDonald's,True,86.88,35.32,5.21,0.0,31.0,43.0,127.41,,reproducible_seed_dataset
2026-05-04T21:50:03.401267+00:00,DiDi Food,Ciudad de Mexico,Roma Norte,alta demanda,MXCDMX-001,"Av. Alvaro Obregon 120, Roma Norte, CDMX",Combo mediano,McDonald's,True,148.35,30.74,8.9,32.64,27.0,35.0,155.35,,reproducible_seed_dataset
